id,utc_date,white,black,white_elo,black_elo,opening,cp_10,cp_11,cp_12,cp_13,cp_14,avg_opening_cp
222,2015.05.31,onetwoonetwo,DeepInsideYou,1958,1932,Hungarian Opening: Sicilian Invitation,79,31,36,-79,-37,6.0
223,2015.05.31,abrahan2,das_Gesicht,1391,1393,"Sicilian Defense: Closed Variation, Traditional",-217,421,413,372,329,263.6
224,2015.05.31,Equimizer,weversom,1986,1229,Nimzo-Larsen Attack: Modern Variation #2,299,336,329,0,167,226.2
225,2015.05.31,cptmajormajor,AnthonyJ,1873,1863,Nimzo-Indian Defense #2,63,90,115,226,68,112.4
226,2015.05.31,Singularitus,Mkwawa,1806,1748,Italian Game: Deutz Gambit,355,448,304,459,352,383.6
227,2015.05.31,GandalfTheTW,HHUK,1724,1740,French Defense: Normal Variation,29,11,7,4,4,11.0
228,2015.05.31,sukanisima,Andriy_Trofymenko,1274,1128,Three Knights Opening,223,365,276,268,300,286.4
229,2015.05.31,mazorra,NuevoCAYP,1582,1590,Caro-Kann Defense: Hillbilly Attack,-353,-317,-285,-316,-360,-326.2
230,2015.05.31,reggae_shark,JoshWink,1695,1678,Scotch Game,124,163,9,140,89,105.0
231,2015.05.31,ArKen,Cocomoko,1695,1967,Sicilian Defense: Staunton-Cochrane Variation,-68,-72,-39,-42,-47,-53.6
232,2015.05.31,Morten123,Judoman,1135,1223,Russian Game: Three Knights Game,6,-14,-2,-8,-7,-5.0
233,2015.05.31,explodecomputer,lilpete,1904,1991,"Sicilian Defense: Kan Variation, Knight Variation",-100,-97,-112,-112,-51,-94.4
234,2015.05.31,zatara,AScale,1363,1325,Queen's Gambit Declined: Queen's Knight Variation,-64,20,29,-96,-149,-52.0
235,2015.05.31,starstryder,KlausJaeger,1748,1686,King's Pawn Game: Maroczy Defense,-37,-59,-29,-90,-26,-48.2
236,2015.05.31,smyslov22,majstorsreja,1822,1650,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",69,156,70,82,140,103.4
237,2015.05.31,ELMAGISTRAL,Alrrash,1825,1868,French Defense: Knight Variation,-572,-542,-601,-598,-618,-586.2
238,2015.05.31,mamandus,MessyMan,1992,2142,Old Benoni Defense,4,20,48,82,-6,29.6
239,2015.05.31,mpomar,Sorrow_cz,1965,2071,"Sicilian Defense: Accelerated Fianchetto, Maroczy Bind, 5...Bg7",-9,48,30,175,150,78.8
240,2015.05.31,Berthoud,free_human,1456,1158,Pirc Defense #4,-103,-107,0,388,507,137.0
241,2015.05.31,erichon,jfn,1482,1565,"Queen's Pawn Game: Colle System, Anti-Colle",5,163,335,315,317,227.0
242,2015.05.31,elgavi,steinar,1528,1623,Sicilian Defense: Bowdler Attack,-500,-547,-551,-588,-269,-491.0
243,2015.05.31,THEROCK11555,Panak,1266,1245,Philidor Defense: Exchange Variation #2,54,129,455,560,626,364.8
244,2015.05.31,nasov,aarturr09,1354,1305,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",-92,-252,-123,-101,9,-111.8
245,2015.05.31,Nitroke93,TraineeAccount,1344,1371,Four Knights Game: Italian Variation,-422,-361,-547,-541,-533,-480.8
246,2015.05.31,NMgornys,haHAHAhaHA1,1941,2057,French Defense: Knight Variation,-11,-20,-10,407,425,158.2
247,2015.05.31,szrob,NTOP,1481,1468,Caro-Kann Defense,431,447,390,332,335,387.0
248,2015.05.31,PijanaMysz,osipov,1804,1881,French Defense: Exchange Variation,23,29,32,146,68,59.6
249,2015.05.31,ostrak11,Halking,1875,1547,Queen's Pawn Game: Mason Attack,-12,-10,75,147,93,58.6
250,2015.05.31,Alkaid,coquepas,1364,1467,Queen's Gambit Declined: Exchange Variation,45,92,135,155,190,123.4
251,2015.05.31,nutsandbold,Rafael_Federer,1466,1411,Caro-Kann Defense,125,48,118,30,23,68.8
252,2015.05.31,chopin87,Bill-Hicks,1620,1544,Horwitz Defense,55,-7,73,97,-153,13.0
253,2015.05.31,Re-bianco,Orko,1266,1125,Modern Defense,-308,-347,-360,-392,-388,-359.0
254,2015.05.31,Luminosity,satoshi,1866,1828,Vienna Game,-209,-184,-182,-113,-100,-157.6
255,2015.05.31,Ilkka,grasshopper,1772,1619,Caro-Kann Defense,13,-72,-69,-176,-193,-99.4
256,2015.05.31,knightf5,jdefreitas,1748,2127,Zukertort Opening: Tennison Gambit,54,75,25,2,-10,29.2
257,2015.05.31,zygc,forestx,1535,1870,Dutch Defense: Queen's Knight Variation,-98,-1,27,93,2,4.6
258,2015.05.31,Lunochod1,darkniel,1500,1290,Scandinavian Defense: Mieses-Kotroc Variation,39,50,59,41,42,46.2
259,2015.05.31,Antiopa,royceroy,1650,1735,Sicilian Defense: Wing Gambit,2,-32,31,30,-329,-59.6
260,2015.05.31,romanfire,apap,1726,1660,"Sicilian Defense: Accelerated Dragon, Modern Variation",-79,-53,-170,-320,-345,-193.4
261,2015.05.31,Spoturnovsky,pawncount,2016,1610,Indian Game: Anti-Nimzo-Indian,586,374,344,379,404,417.4
262,2015.05.31,yangxiaoxian,jstraat,2117,2060,English Opening: King's English Variation,0,-15,-38,-68,-276,-79.4
263,2015.05.31,JasonVoorhees,Hanni-Baal,2143,2142,Alekhine Defense: Four Pawns Attack,62,77,82,155,144,104.0
264,2015.05.31,MakeDeal,spankyourpong,2275,1691,Sicilian Defense: Kalashnikov Variation,88,108,189,140,177,140.4
265,2015.05.31,lojza,TeodoraOgnjenDunja,1454,1444,Rat Defense: Antal Defense,-31,-6,296,304,287,170.0
266,2015.05.31,JaviMtnz,mihailosvk,1295,1223,"Sicilian Defense: French Variation, Normal",68,-125,-186,-195,0,-87.6
267,2015.05.31,scacchismo,Airon8,1341,1711,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",59,15,27,20,85,41.2
268,2015.05.31,berengena,Rbiasuz,1536,1485,Queen's Gambit Declined,-16,-13,6,336,350,132.6
269,2015.05.31,brenner,Spahic,1613,1643,Queen's Gambit Accepted,-53,14,29,90,-1,15.8
270,2015.05.31,_Adrien_,detektyv,1495,1280,Nimzowitsch Defense,219,247,383,416,837,420.4
271,2015.05.31,damonachey,chess-power,1669,1944,Hungarian Opening: Slav Formation,-37,-37,55,-70,-112,-40.2
272,2015.05.31,arashmojtabavi,haader,1092,1262,Van't Kruijs Opening,248,219,222,224,120,206.6
273,2015.05.31,RSerpaPuzzles,regulus-eclipse,2070,2170,Van't Kruijs Opening,19,46,15,-12,-367,-59.8
274,2015.05.31,ligthcris,german11,1757,1074,Queen's Gambit Declined: Vienna Variation,82,67,66,68,76,71.8
275,2015.05.31,Kingscrusher-YouTube,Gilitrutt,2203,1910,Semi-Slav Defense: Accelerated Move Order,53,106,463,124,315,212.2
276,2015.05.31,MorphyTalFischer,Shajinator,1470,1240,King's Pawn Game: Busch-Gass Gambit,678,571,602,560,646,611.4
277,2015.05.31,rolffranz,pedrojuan,1873,1708,Sicilian Defense: Staunton-Cochrane Variation,-14,17,19,67,149,47.6
278,2015.05.31,Ethelberta,jugando90,1622,1559,Modern Defense,178,190,422,421,508,343.8
279,2015.05.31,corgon,modaime,1312,923,Queen's Gambit Accepted,269,307,255,315,488,326.8
280,2015.05.31,jzblue,katehon,1584,1515,Pirc Defense #4,645,685,717,726,812,717.0
281,2015.05.31,Gibrichess,sem2286,1600,1405,Philidor Defense #3,62,-7,-29,-3,50,14.6
282,2015.05.31,estrellatus,steve_mcqueen,1229,2058,King's Indian Attack: Sicilian Variation,-99,-226,-177,-547,-593,-328.4
283,2015.05.31,Macrosphere,Bogddan,1279,1442,Queen's Pawn Game: Zukertort Variation,-409,-433,-425,-419,-441,-425.4
284,2015.05.31,ragobert,GunganAttack,1193,1817,Nimzo-Larsen Attack: Classical Variation,-945,-920,-893,-923,-935,-923.2
285,2015.05.31,KmPeon,Kemich,1579,1856,Pirc Defense #2,38,254,251,262,271,215.2
286,2015.05.31,haHAHAhaHA1,NMgornys,2066,1933,Ponziani Opening,-17,-93,-155,-309,-290,-172.8
287,2015.05.31,nazaki1234,Superboy,2152,2269,Scandinavian Defense,-665,-674,-689,-702,-614,-668.8
288,2015.05.31,Kobylka,alienb,1781,2043,Hungarian Opening,0,23,60,64,109,51.2
289,2015.05.31,anelka123,teorems,1454,1450,"Danish Gambit Accepted, Copenhagen Defense",-108,-223,-83,-129,-130,-134.6
290,2015.05.31,Savke,GRANDCHAT,1474,1480,Ruy Lopez,236,208,236,226,234,228.0
291,2015.05.31,groffoszasza,knight1011,1342,1237,Sicilian Defense: Smith-Morra Gambit #2,727,558,515,559,518,575.4
292,2015.05.31,DeepInsideYou,onetwoonetwo,1923,1970,Pirc Defense #4,98,-43,-200,-62,-227,-86.8
293,2015.05.31,grzesiek0505,antonia,1449,1349,King's Pawn Game: Wayward Queen Attack,-645,-629,-606,-474,-570,-584.8
294,2015.05.31,aursicio10,bon-jovi,1748,1715,Modern Defense,49,69,169,154,211,130.4
295,2015.05.31,capacha,alitiger,1971,1155,King's Pawn Game: McConnell Defense,291,457,444,477,459,425.6
296,2015.05.31,Grehgarious,jupiter4100,1247,1418,Caro-Kann Defense,-618,-621,-630,-570,-600,-607.8
297,2015.05.31,cptmajormajor,GandalfTheTW,1864,1735,"Slav Defense: Slav Gambit, Alekhine Attack",235,79,-256,-307,-294,-108.6
298,2015.05.31,weversom,funkillo,1228,1560,Sicilian Defense #2,-21,-4,3,-5,26,-0.2
299,2015.05.31,feng,HHUK,1517,1727,French Defense: Normal Variation,26,28,82,226,16,75.6
300,2015.05.31,Home1938,Ziata,1715,1620,"Queen's Gambit Accepted: Normal Variation, Traditional System",8,1,-11,-29,-160,-38.2
301,2015.05.31,robleville,sarcin,1355,1135,Queen's Pawn Game #2,59,128,124,124,133,113.6
302,2015.05.31,cittavecchia,alayouni,1571,1676,King's Pawn Game: Leonardis Variation,362,360,452,486,612,454.4
303,2015.05.31,chitts,nir8888,1727,1756,Italian Game: Rosentreter Gambit,-3,-45,-56,-200,-140,-88.8
304,2015.05.31,TheLonelyKnight,MateRanger,1500,1797,Zukertort Opening: Tennison Gambit,-66,-70,-97,16,30,-37.4
305,2015.05.31,lanman106,Olajuwon,1035,1210,King's Pawn Game: Leonardis Variation,81,-34,-25,-55,-59,-18.4
306,2015.05.31,Murmeltier28,scourtwright,1522,1781,Sicilian Defense: Najdorf Variation,33,-47,-288,-279,-340,-184.2
307,2015.05.31,Networ,boe08,1317,1796,Sicilian Defense: Bowdler Attack,-85,-89,-70,-80,-184,-101.6
308,2015.05.31,lam199,kunderiano,2193,2018,"Scandinavian Defense: Main Line, Mieses Variation",134,210,272,385,191,238.4
309,2015.05.31,steviechess,AreUkidding,1413,1101,King's Indian Defense: Smyslov Variation,-287,-298,-334,-267,-263,-289.8
310,2015.05.31,alessioj98,jkrue242,1111,1146,Queen's Gambit Refused: Marshall Defense,159,311,292,271,297,266.0
311,2015.05.31,red_eagle,BobNoto,1793,1859,Torre Attack,-140,-142,-113,-99,-193,-137.4
312,2015.05.31,hyk,murdoc,1664,1750,Elephant Gambit: Paulsen Countergambit,158,4,4,8,-65,21.8
313,2015.05.31,doitnow,brumia,1595,1622,Sicilian Defense: McDonnell Attack,110,123,89,117,188,125.4
314,2015.05.31,damonachey,Mkwawa,1665,1761,Hungarian Opening: Indian Defense,-89,36,88,-161,-70,-39.2
315,2015.05.31,chess-power,MessyMan,1948,2150,"Sicilian Defense: Accelerated Dragon, Maroczy Bind",71,81,9,12,14,37.4
316,2015.05.31,mamandus,Singularitus,1986,1792,Semi-Slav Defense,-15,-34,-79,-21,-48,-39.4
317,2015.05.31,Vitamin69,Vasyaka,1940,1857,Queen's Gambit Declined: Exchange Variation,86,151,179,178,175,153.8
318,2015.05.31,SALIK2015,pawnupnusa,1362,1343,French Defense: Steinitz Attack,416,315,368,423,427,389.8
319,2015.05.31,Orbital_Peanut,BobLoblawsLawBlog,1421,1392,"Benoni Defense: Classical Variation, Averbakh-Grivas Attack",38,46,54,164,66,73.6
320,2015.05.31,hacialolejos,explodecomputer,1756,1896,Queen's Gambit Accepted,52,80,-16,-23,11,20.8
321,2015.05.31,gbsalvio,sansechess,2026,2000,Van Geet Opening,35,26,34,68,-161,0.4
322,2015.05.31,joko010,daccio,1576,1877,"Sicilian Defense: Nimzowitsch Variation, Advance Variation",-135,-151,-203,-204,-204,-179.4
323,2015.05.31,Alrrash,ELMAGISTRAL,1878,1816,French Defense: Two Knights Variation,-41,-16,129,202,2,55.2
324,2015.05.31,Batgirl,reggae_shark,1683,1684,Sicilian Defense: Old Sicilian,861,874,879,869,868,870.2
325,2015.05.31,TraineeAccount,Nitroke93,1357,1356,Scandinavian Defense: Mieses-Kotroc Variation,79,124,74,77,109,92.6
326,2015.05.31,Superboy,nazaki1234,2277,2145,French Defense: Normal Variation,57,59,-86,118,83,46.2
327,2015.05.31,toumai,katehon,1533,1530,Mieses Opening,121,146,102,177,204,150.0
328,2015.05.31,p_pasch,ramiroco,1694,1634,Sicilian Defense: Classical Variation,37,76,65,81,296,111.0
329,2015.05.31,poutrelle,Parris4iv,1378,1526,Rat Defense: Small Center Defense,53,87,81,118,65,80.8
330,2015.05.31,steinar,elgavi,1631,1520,Vienna Game: Anderssen Defense,95,73,127,148,124,113.4
331,2015.05.31,Gabriel_Victor,frtime,1775,1802,Sicilian Defense: Paulsen Variation,-42,7,0,3,-8,-8.0
332,2015.05.31,Gorzkowski,cuprite,1147,1380,Philidor Defense #2,-356,-356,-350,-366,-281,-341.8
333,2015.05.31,pirja,sharin,1228,1473,Sicilian Defense: Bowdler Attack,-138,-121,-270,-535,-334,-279.6
334,2015.05.31,erichon,knightfactor,1469,1976,Queen's Pawn Game: Zukertort Variation,-21,-48,-45,28,137,10.2
335,2015.05.31,suedwind,sasha_riv,1871,1629,Slav Defense #2,221,205,246,278,200,230.0
336,2015.05.31,xerop,mirzali,1399,1299,Queen's Gambit Accepted: Saduleto Variation,169,110,453,184,286,240.4
337,2015.05.31,kekss5,Koroner999,2235,2183,"Sicilian Defense: Accelerated Dragon, Maroczy Bind",81,53,53,27,39,50.6
338,2015.05.31,Udgin,toto1976,1413,1208,"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",150,220,224,259,331,236.8
339,2015.05.31,Feliz_hombre,Doobious,1670,1832,Ponziani Opening: Jaenisch Counterattack,583,604,552,747,441,585.4
340,2015.05.31,Shajinator,knightf5,1265,1746,Sicilian Defense: Bowdler Attack,-43,37,27,-6,-425,-82.0
341,2015.05.31,chatkf,VoltovskY,1630,1603,Italian Game: Classical Variation #2,90,113,145,157,240,149.0
342,2015.05.31,penpalrdro,Merlin164,1586,1755,Trompowsky Attack,67,39,60,71,4,48.2
343,2015.05.31,gamintitus,tabelatabela,1858,1752,English Opening: Anglo-Scandinavian Defense,111,224,206,230,284,211.0
344,2015.05.31,haader,arashmojtabavi,1269,1085,French Defense: Knight Variation,387,168,689,-407,-420,83.4
345,2015.05.31,MorphyTalFischer,osipov,1450,1867,Zukertort Opening: Tennison Gambit,-10,-258,-260,-261,-270,-211.8
346,2015.05.31,jfn,ligthcris,1592,1758,"Sicilian Defense: Closed Variation, Traditional",311,586,571,760,836,612.8
347,2015.05.31,hanshanzen,vavans,1590,1522,Sicilian Defense: Bowdler Attack,106,421,421,442,398,357.6
348,2015.05.31,Bill-Hicks,chopin87,1536,1629,French Defense: Steinitz Attack,-34,-293,-429,-599,-487,-368.4
349,2015.05.31,jdefreitas,Kingscrusher-YouTube,2130,2207,French Defense: King's Indian Attack,-103,-116,-152,-202,-208,-156.2
350,2015.05.31,Grasso_1990,doctormoro,1352,1404,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",497,595,734,130,122,415.6
351,2015.05.31,elric42,Leuow,1579,1650,"Sicilian Defense: French Variation, Normal",178,174,189,184,190,183.0
352,2015.05.31,themarschall,Cheesecake00,1525,1591,Queen's Indian Defense: Miles Variation,-27,-29,10,31,28,2.6
353,2015.05.31,RobertTonoyan,ypmarquez,1768,1370,Modern Defense,73,36,41,128,151,85.8
354,2015.05.31,Lowie,ScaleMusic,1463,998,"King's Gambit Declined, Norwalde Variation",599,854,1186,1250,820,941.8
355,2015.05.31,aiadiv,jalrivi1952,1779,1686,Sicilian Defense,262,112,209,296,208,217.4
356,2015.05.31,sassone,seilustig,1422,1543,Queen's Pawn Game: Chigorin Variation,101,443,452,450,726,434.4
357,2015.05.31,corgon,slick,1314,1686,King's Indian Defense,86,95,-22,-141,-79,-12.2
358,2015.05.31,GandalfTheTW,steve_mcqueen,1750,2058,Nimzowitsch Defense: Mikenas Variation,22,32,51,55,186,69.2
359,2015.05.31,mpomar,p-wnattack,1979,1964,"French Defense: Winawer Variation, Bogoljubov Variation",-96,-48,16,38,51,-7.8
360,2015.05.31,Gilitrutt,satoshi,1906,1840,Bird Opening: Dutch Variation,53,46,65,40,110,62.8
361,2015.05.31,onetwoonetwo,DeepInsideYou,1981,1914,Hungarian Opening: Van Kuijk Gambit,363,432,427,370,375,393.4
362,2015.05.31,Luminosity,Ilkka,1853,1778,Four Knights Game: Scotch Variation Accepted,-73,-8,26,291,16,50.4
363,2015.05.31,mitiaelena,rotcehnebur,1688,1433,Queen's Gambit Refused: Austrian Defense,13,13,54,22,54,31.2
364,2015.05.31,Hanni-Baal,JasonVoorhees,2153,2132,"Sicilian Defense: Closed Variation, Traditional",-93,-59,-38,-219,68,-68.2
365,2015.05.31,ZePequeno,das14,1938,1908,"French Defense: Rubinstein Variation, Blackburne Defense",87,125,210,260,224,181.2
366,2015.05.31,kopakabana321,basher-le-nini,1607,1444,Alekhine Defense: Normal Variation,253,247,299,241,482,304.4
367,2015.05.31,EasterSunday,danmess123,1148,928,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",289,388,270,370,453,354.0
368,2015.05.31,ragobert,cptmajormajor,1192,1848,Nimzo-Larsen Attack: Classical Variation,-17,-21,-103,-50,-124,-63.0
369,2015.05.31,pawncount,grasshopper,1608,1612,Caro-Kann Defense,34,-12,-20,63,55,24.0
370,2015.05.31,Deuce,gleb,1475,1383,"Scotch Game: Scotch Gambit, Dubois Reti Defense",-209,-207,-38,-262,-293,-201.8
371,2015.05.31,mam370,Koji,1771,1967,Sicilian Defense: Dragon Variation,-38,-34,-19,-534,-444,-213.8
372,2015.05.31,nazaki1234,Superboy,2138,2283,Scandinavian Defense: Mieses-Kotroc Variation,21,62,-8,9,15,19.8
373,2015.05.31,Anoonymous,kkie,1759,1500,Caro-Kann Defense,-211,-255,-306,-182,-235,-237.8
374,2015.05.31,volpi2007,Reudes,1365,1502,"King's Gambit Accepted, King's Knight Gambit",145,434,471,458,452,392.0
375,2015.05.31,pisika,Mirroy,1752,1562,"Ruy Lopez: Morphy Defense, Anderssen Variation",89,108,106,232,216,150.2
376,2015.05.31,Peluso,MegaJoh,1606,1676,Ruy Lopez: Berlin Defense #2,20,77,26,104,140,73.4
377,2015.05.31,donatello9,Vincent_99,1807,1618,English Opening: Great Snake Variation,44,0,80,76,319,103.8
378,2015.05.31,Perz,DSMario,1226,1157,English Opening: Symmetrical Variation,-111,-169,-408,-384,-406,-295.6
379,2015.05.31,Archange2010,chodevant,1619,1637,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",36,-25,-20,-38,-15,-12.4
380,2015.05.31,olybrius,Spasovica,1839,1653,Polish Opening: Baltic Defense,53,22,38,30,79,44.4
381,2015.05.31,jarb888,kora,1626,1693,Giuoco Piano,-177,-189,-190,-510,-512,-315.6
382,2015.05.31,Paffo,epeyaaak,1397,1995,"French Defense: Advance Variation, Paulsen Attack",-19,-11,-81,-46,-42,-39.8
383,2015.05.31,chess-power,regulus-eclipse,1966,2179,French Defense: Chigorin Variation,-47,-111,-109,-311,-274,-170.4
384,2015.05.31,Mkwawa,RSerpaPuzzles,1770,2061,Mieses Opening,-35,-111,-111,-175,-163,-119.0
385,2015.05.31,damonachey,HHUK,1656,1733,French Defense: King's Indian Attack,-10,-73,-26,-4,207,18.8
386,2015.05.31,SevillaChess,bishop50,1765,1461,Slav Defense #2,397,388,432,356,357,386.0
387,2015.05.31,Equimizer,MessyMan,1997,2130,Nimzo-Larsen Attack,-334,-308,-276,-164,-148,-246.0
388,2015.05.31,AnthonyJ,Spoturnovsky,1898,2019,"French Defense: Classical Variation, Steinitz Variation",-170,-385,-520,-520,-529,-424.8
389,2015.05.31,alienb,Kobylka,2047,1777,Caro-Kann Defense: Hillbilly Attack,-351,-344,-344,-327,-324,-338.0
390,2015.05.31,t646ca,AreUkidding,1047,1158,Pirc Defense #4,-213,-115,-82,-68,-182,-132.0
391,2015.05.31,Rafael_Federer,nutsandbold,1424,1454,Philidor Defense #3,74,-13,28,-19,5,15.0
392,2015.05.31,reggae_shark,Batgirl,1673,1694,Caro-Kann Defense,-103,2,-21,47,17,-11.6
393,2015.05.31,Jopius,clarketm,1801,1662,Alekhine Defense: Two Pawn Attack,74,101,109,43,200,105.4
394,2015.05.31,Shajinator,feng,1263,1511,Sicilian Defense: Bowdler Attack,-493,-467,-458,-623,-497,-507.6
395,2015.05.31,Judoman,Morten123,1231,1126,Scotch Game,-14,-19,-21,0,5,-9.8
396,2015.05.31,knightf5,soldier89_kn,1747,1874,Zukertort Opening: Tennison Gambit,-214,-212,-198,-208,-205,-207.4
397,2015.05.31,daiodd,alevleo,1438,1229,Four Knights Game: Halloween Gambit,254,222,332,305,432,309.0
398,2015.05.31,el_peon_cito,HernanCortes1512,1426,1414,Modern Defense,69,34,-36,30,4,20.2
399,2015.05.31,JasonVoorhees,Hanni-Baal,2122,2163,Sicilian Defense,-61,8,11,15,286,51.8
400,2015.05.31,kirim,westcove,1500,1574,King's Pawn Game: Leonardis Variation,-189,-174,-251,-195,-233,-208.4
401,2015.05.31,DeepInsideYou,onetwoonetwo,1926,1966,Modern Defense,6,277,-172,-298,44,-28.6
402,2015.05.31,seydehashmi,oa,1802,1870,Canard Opening,202,194,165,75,180,163.2
403,2015.05.31,knightfactor,osipov,1977,1869,French Defense: Reti-Spielmann Attack,-37,-52,25,-52,-93,-41.8
404,2015.05.31,ulpiano3005,bigboytanlydong,1680,1537,Queen's Pawn,192,200,117,64,62,127.0
405,2015.05.31,musicaljerm,patosov,1726,1207,French Defense: Advance Variation #3,161,159,146,178,221,173.0
406,2015.05.31,gurb,comrat123,1609,1512,Hungarian Opening,283,352,284,248,478,329.0
407,2015.05.31,NishMirko,tEToFgdSO,1439,1339,Giuoco Piano,441,615,482,857,376,554.2
408,2015.05.31,muzonster,Mikasa_Akermann,1277,1204,Indian Game,486,556,531,518,559,530.0
409,2015.05.31,jdefreitas,weversom,2145,1271,Petrov: Modern Attack,282,534,480,435,753,496.8
410,2015.05.31,Kingcusicrunch,BobNoto,1796,1868,French Defense: Normal Variation,23,-193,-162,-120,-82,-106.8
411,2015.05.31,rallye,Archimboldi,2056,2002,"English Opening: Agincourt Defense, Neo-Catalan Declined",43,44,118,132,43,76.0
412,2015.05.31,valerasanitar,outdoorsmyn,1388,1595,"Queen's Gambit Declined: Exchange Variation, Positional Variation",-13,28,-318,-242,-153,-139.6
413,2015.05.31,DaViiiiiDzZzZ,NikaruHakamura,1861,1740,"French Defense: Winawer Variation, Delayed Exchange Variation",279,244,247,249,59,215.6
414,2015.05.31,mamandus,funkillo,1991,1538,Slav Defense #2,204,250,256,213,235,231.6
415,2015.05.31,jwha,Y0X,1419,1254,Scandinavian Defense: Mieses-Kotroc Variation,542,435,441,426,486,466.0
416,2015.05.31,Ahells,mustangfan,1647,1864,"King's Gambit Accepted, Fischer Defense",-264,-321,-357,-293,-290,-305.0
417,2015.05.31,Argedrecista,pawnsareop,1730,1618,"Scandinavian Defense: Main Line, Mieses Variation",189,304,0,0,459,190.4
418,2015.05.31,ELMAGISTRAL,Alrrash,1829,1865,Scandinavian Defense: Richter Variation,275,264,282,299,348,293.6
419,2015.05.31,satoshi,estrellatus,1832,1236,Indian Game,332,331,238,234,254,277.8
420,2015.05.31,elgavi,steinar,1512,1640,"Sicilian Defense: Closed Variation, Traditional",-157,455,465,392,53,241.6
421,2015.05.31,Kirales,vectra,1688,1706,Modern Defense,-129,-141,85,113,16,-11.2
422,2015.05.31,mihailosvk,JaviMtnz,1236,1280,Queen's Gambit Declined: Orthodox Defense,45,18,12,10,10,19.0
423,2015.05.31,mesti,steviechess,1352,1392,Van Geet Opening: Dunst-Perrenet Gambit,-70,186,305,321,302,208.8
424,2015.05.31,Koji,michalko,1972,1904,Nimzo-Larsen Attack: Indian Variation,16,28,20,13,116,38.6
425,2015.05.31,jupiter4100,manuelforero,1620,1588,Queen's Gambit Refused: Marshall Defense,190,140,121,152,63,133.2
426,2015.05.31,MarioL,red_eagle,1799,1784,Old Indian: Czech Variation,-301,-303,-303,-350,-357,-322.8
427,2015.05.31,Greco2014,tropik,1618,1842,Sicilian Defense: Najdorf Variation,123,0,76,165,181,109.0
428,2015.05.31,sakicek,mohammad123456789,1561,1507,Scandinavian Defense: Modern Variation #2,-129,-329,-464,-491,-481,-378.8
429,2015.05.31,Tony50,exileosis,1341,1221,Queen's Gambit Declined,379,417,493,558,620,493.4
430,2015.05.31,Singularitus,jfn,1786,1641,Zukertort Opening: Tennison Gambit,536,551,544,542,556,545.8
431,2015.05.31,zulo,zofe,1774,1770,Sicilian Defense: Old Sicilian,89,63,88,101,138,95.8
